a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t
-1.797402061,0.106935599,0.508147572,2.428316155,-0.542392149,,-0.731643316,0.549221131,-0.336228669,0.714563891,1.648979513,-0.541635735,0.311317666,0.532142136,-0.737018428,0.784592731,0.444962777,0.85015362,-0.981097812,
0.556501145,-1.064480539,-0.360740238,1.584307887,-0.608066503,-0.910656758,,0.580689741,0.079705226,-0.717863623,0.579112406,0.517065223,0.643101016,-1.297925873,-0.251576778,0.988882429,,-1.087507371,-0.153995308,1.679797139
0.774950462,0.812696495,0.876420557,-0.508711373,-1.133601826,0.476013312,0.151335862,0.603315783,,-0.418363844,-0.158484134,1.35680791,0.141113565,-0.873946528,-1.100573919,-0.500079466,-0.858050693,0.036830865,0.421774946,-0.861017055
-1.23297266,-0.344704148,0.446654774,0.244854665,2.705768356,-1.03990424,0.629820797,0.402283779,0.30268703,0.686082711,-0.433605839,0.529118048,-1.186581728,1.090326003,1.717830579,1.228151757,3.078093958,,1.342367133,1.235710638
-0.072129975,-1.323972593,-0.356315401,0.8151289,-1.183935109,-1.588055893,-2.039199166,0.151940243,-0.825053807,-0.153386051,-0.327774893,,0.646058606,-0.794161738,0.724020384,0.16169524,-1.230465904,-1.46342004,,-0.496297879
-0.014686507,-0.155857043,0.770131223,,,-1.277461516,1.06112379,0.318497328,1.016943156,-0.554752375,2.90090638,0.440300208,0.124551195,0.309385752,-0.69399677,0.315339693,,0.235776654,0.695983015,0.694064627
0.879635465,,0.080997993,1.61377768,,-0.693745697,-0.666962373,-0.293146085,-1.280297868,0.424503637,-1.439839111,-1.593284802,0.10662049,0.146965299,0.512534866,-0.556652452,,,-0.146523592,-0.441364685
0.588693223,0.368558381,-1.973752324,,1.267158208,-0.60613919,-0.211721742,1.032718419,0.965980395,-0.57027352,-0.793047558,-0.310804887,,2.881592405,0.557291802,0.970865604,,1.232584538,1.891921796,0.583037984
0.796188854,1.969534555,0.192008655,0.292304044,-0.474796599,,,1.108951444,-0.959186344,1.026990139,-0.643758261,2.091830037,1.364890502,-0.309643604,1.688274591,0.645719019,-0.535337333,-0.570468174,,0.207787817
-1.950455003,-0.284294524,0.551660016,-0.843781975,-0.454484423,0.553468816,-0.54932118,-0.386559236,-0.621175584,0.927568775,-1.883905196,-1.205066862,-1.096336866,-0.416089977,-0.718972025,-1.604571941,0.273206371,-0.398503413,-0.209416119,0.691663272
-0.730355848,1.192232061,0.137010435,0.752666918,-1.539580485,1.324685115,-0.209666283,-0.882699665,-1.236590879,1.025825496,-0.315277002,,-0.219698789,-0.429368615,,,-1.573313685,-0.741016846,-1.471190921,0.058316698
-0.441859122,-0.100486948,,-0.380357081,1.844054541,-0.686361604,0.492387478,-0.344878041,1.129646741,,0.42012187,0.63114884,-0.577115406,0.489041785,1.329250108,-0.540810476,1.459568311,1.497165711,,0.332787957
-1.606184793,2.65643191,2.136809581,-0.754358859,0.325826742,-0.328011006,-0.640090412,-0.066231583,0.26932802,-0.288682147,1.051765174,-0.245182716,-0.361350693,-0.164982906,,-0.318592822,-1.106063698,0.163792408,-0.179807094,-0.534753293
-0.883851028,0.569985954,1.942105677,-1.440309865,-0.917644225,-0.193485298,0.889193825,0.030299636,-0.890510065,-0.566591011,1.068186262,-0.370586654,-0.745310076,-0.624225726,-0.714469164,0.456760998,-0.259661693,0.839560668,,-1.671135962
-0.1587146,-1.152708298,-0.582472793,0.874137646,-0.436026,,1.002480709,0.602076095,-0.480016919,,-0.600228394,-0.282641216,0.971591136,,,1.972475492,0.126527858,-1.188256748,-1.125635565,2.214902441
1.293307868,-0.605482912,-0.408719196,0.302225706,0.955631738,0.889341258,0.568871838,-1.201539564,1.917488213,0.155107513,-0.908493093,,1.768883212,0.41179711,0.050831393,-1.555287511,0.893645767,0.552363752,-0.451489557,-0.129757171
0.084696261,1.109184714,1.162743688,2.379209627,-0.16854442,1.803006359,-0.947588686,1.748496028,-0.841856593,0.09187694,1.265589332,0.458288324,0.194554858,-0.309788732,-0.413502649,-0.530376509,0.599613212,0.725652772,1.461043124,-2.127290375
-0.104328123,-1.376211105,-1.007564027,-0.422937883,0.692047943,,-0.652391529,-0.288200977,1.180066641,0.740995111,0.091753976,-0.815671176,-0.648093026,0.238513576,-0.385890185,0.27291277,0.3571385,-1.083505762,-0.703394614,-1.378739039
-0.211310556,0.45553741,-1.929864593,-0.253496263,1.452609971,0.982739117,-1.687947336,-0.022504242,0.241182244,,-1.862058072,,-1.002136228,1.085522355,0.055066099,,0.919884082,0.883233772,1.641541136,-0.480349824
,-0.302519941,0.829187672,-0.364022107,0.102895969,0.003517901,-0.437635859,1.507222777,1.710055666,0.009278368,,-0.872505707,-0.003281622,0.144929444,-1.26735624,0.416391977,-0.761157001,-0.252876239,0.114900771,
-0.217148415,-0.103405404,2.451359203,-0.53567031,-0.10210448,-0.870930549,,1.944524523,-0.271710951,1.037448903,1.081201495,-0.267608278,0.606909006,-0.998184579,0.541451952,0.589169703,-1.229223387,-0.372917208,,
1.894405718,0.030168511,,-0.312476144,0.101841823,0.327627523,-2.498133195,-0.819631649,-1.06987157,-0.076020929,0.259486548,2.069819257,-0.646031962,1.003191122,1.921711419,-1.424422962,0.207013066,-0.781368086,0.26861763,-0.959143608
1.88405181,-0.755337297,0.435309618,0.076427305,0.609203964,-1.868532933,-1.225382522,,-0.611869896,-1.299340025,1.572077593,,2.459525284,,1.839773703,-0.572638057,1.121514602,0.652103467,0.714960777,-1.233567283
-1.289911487,,,0.289400928,0.486308037,0.560386322,1.74999801,1.907683948,1.018827485,-1.833450903,-2.100939976,-2.207706004,-0.461340863,0.487615136,-0.26764316,0.983881118,-0.054773042,-0.316077874,0.320586683,1.006256429
1.666351929,0.692091714,2.061172492,0.520230293,0.070258907,1.387505191,-0.621693424,1.322908225,-0.903792477,1.102298505,2.926901997,0.692246745,0.799269515,-1.159973752,1.960516874,1.473859196,0.304852071,-0.777141668,1.75949067,0.431475655
0.929523312,-0.976212299,-1.161898701,-1.422556945,-0.099558889,-1.66196126,,1.34466537,1.699444484,-0.687999056,-0.884497028,-0.50082442,1.037253793,0.336310958,0.483296423,0.503775405,0.198837501,0.369828585,0.479721898,-0.195324052
-0.410248419,-1.180421819,-0.206549811,0.624149871,0.017131114,-0.539291093,0.583711379,-1.444134532,-0.278905746,0.626469114,0.25053943,-0.316839476,-1.724365497,,0.114441385,-2.544782862,0.409298585,-0.038324942,0.22750407,-1.810312356
-0.665362391,0.039324655,0.508890583,-0.576765683,-0.458898517,0.285938579,-1.404419031,-1.252425751,1.014056945,0.024801211,0.229795913,,-0.973196569,-0.946671303,-1.599262748,0.311294894,0.272404222,-0.769155078,-1.811239775,0.327364512
0.652744795,1.70369083,-0.484300312,-0.707733736,1.708600535,1.400315033,-0.904437488,0.381518016,2.229336559,0.063740283,-1.696045473,-0.159409657,0.23514488,1.409744796,1.598828162,-0.183546478,-0.021154508,1.221339895,,1.672976762
-1.106060099,1.286875576,-1.312729399,0.635658239,-0.19543548,2.228492094,0.018155219,-1.719860644,-0.160649728,0.375653935,-0.578502863,-0.528684896,-0.517334234,0.701818458,-0.563189848,,0.720593609,1.692789588,,-0.621021966
-1.3862643,,0.45827926,0.535895987,1.186026421,1.102716402,-0.736236884,-1.698199514,,0.188517046,-0.800372584,1.523739511,-0.393014129,0.250694427,,-0.76617287,,1.073572253,-1.934886136,1.544900516
1.704220884,-0.297134528,,-2.31022897,,0.509078702,-0.917848424,0.845149911,-0.072919744,-0.709262692,1.552748222,0.930510249,0.233360796,-0.111608761,1.204898592,1.218158276,1.068222152,0.378639394,1.419790621,
-0.526214599,1.217697207,-1.332949757,,1.453010766,1.419383895,-0.46566188,0.086098216,,2.134039283,-2.647364941,0.179100332,-0.490938063,1.160451852,0.353393568,,1.447461209,,1.239122431,
0.155982705,,-0.785000783,1.027371462,-2.24427345,,-0.989552444,-0.975839245,-1.817771823,,,0.997061691,0.766352199,-1.37321638,0.112641889,-0.67956337,-2.247623437,-1.54213516,-1.831595587,
-1.029837727,-0.505986981,1.292573791,,-0.953202609,0.125155884,-1.02518158,-1.272365065,0.53296911,-0.616046249,,,-0.645131804,-0.110145175,,-1.979897755,-1.015678114,-1.344499455,-2.224158689,-1.440115053
0.807483842,,-1.379531392,0.899934093,0.470487611,0.321014644,-1.238215466,-0.472763122,-0.588061486,0.772018066,-0.158834336,0.441345804,0.427689419,0.590882101,1.931132127,1.301413036,-0.287419459,-1.289105934,-0.17341064,2.057064501
0.69981394,-0.214081117,0.56099423,1.036954823,-1.638884666,-0.979146548,-0.10872191,0.573104782,-2.240437227,0.272187264,0.537931143,0.109320765,0.003664919,-0.592800683,-1.014261699,1.491933897,-0.787882466,-0.372696433,-1.277786396,-0.385209107
-1.376158025,1.008084161,0.540834581,,0.966045394,1.512574149,-1.311758475,0.361906058,0.692959228,1.070486703,0.297124284,-0.170542779,-0.136167624,0.41448851,-0.898354875,0.715228579,1.714651353,1.485385533,0.795121371,0.797345968
-0.745113533,0.151897492,1.060001147,-1.983937842,0.695659022,-0.317592569,1.355527668,-1.448112917,1.315321157,,-0.725032081,-0.821370185,-0.875547547,-0.43351493,0.471754188,-0.939773548,0.366738669,0.874648913,-0.318880562,0.858751012
-0.091686366,0.07082065,0.910456761,-0.986269264,0.419338215,-0.101623836,-0.298268735,0.245299446,1.386786653,1.048595402,-0.520813868,-0.516249771,-0.034514714,-1.157492659,0.739181257,0.661432182,,0.617066675,0.453712976,1.243429937
-1.089582301,,0.066160115,-0.819937152,-1.494865162,-1.193478235,-0.950783912,-0.691266828,0.177159311,-1.923649885,1.636578578,-0.736672275,-1.25619109,-0.212442015,-2.290767106,-0.021853244,-1.24593385,-1.774482817,-1.984720564,-0.563969562
,-0.610358806,1.257300161,-1.149376782,1.910695255,,,2.954333724,1.671427736,-0.516967613,0.764035041,-0.082606417,-1.631856149,0.880243127,-0.451379048,1.679144168,1.354969379,0.537979412,2.081021,-0.006788527
1.383307468,1.371857373,-0.594939759,,0.37183475,0.372575357,-1.767170215,-0.175250251,-0.015215575,0.525714371,-0.526289833,1.172269969,0.794397155,0.142035457,0.325308142,0.052181911,0.217777929,0.689472234,0.484990944,-0.455707042
-0.179715971,0.484636238,0.427728522,-1.312242734,0.408589038,0.934944774,,0.100707272,0.307110202,0.275412732,0.889974122,1.263998309,1.714691806,-0.174825719,1.264814517,-2.003236411,-0.104690654,0.258924627,-0.334581194,-0.864405103
0.334943847,-0.424462933,0.697363107,-1.187952197,0.804865099,0.134074116,-0.445115775,0.775028062,-0.688994435,,-1.978420407,-0.296847843,-0.696285574,1.070546768,1.416607631,-1.008057976,0.896219948,0.260351242,1.116279803,0.613363724
1.257141796,-0.180093569,0.481098021,,-0.501443327,-0.671340117,-1.212872676,0.102647641,,1.895856706,1.19468859,-0.283087815,0.758738032,-1.01296061,0.415488445,1.644024407,0.26592077,0.786712122,1.757644448,-0.862071197
1.105628174,,-0.166852022,0.493490356,-0.525597486,1.423659835,-0.180528407,-0.106395877,-0.266213527,1.15330227,1.254762758,1.016821992,0.943204078,0.230539757,1.289359477,0.610336253,0.079150863,0.6703367,0.74800847,0.998997962
0.113289488,-0.649152015,1.271027906,-0.641137511,0.561666404,-0.510660977,1.207577638,1.425692225,0.342462162,-0.808273665,0.017420871,,0.478525895,0.256786696,0.751796603,0.812435943,-0.997857741,-0.005026444,0.367361461,-1.083486214
-0.213995887,-1.304241474,-0.379853771,,-0.090356047,0.332696847,0.682448089,-0.524208465,-0.475640622,0.369583063,-1.001483474,-0.477434983,-0.193683152,0.707594454,,-1.603199718,-0.023623027,,0.34844201,-2.224946568
1.127296564,-0.507836934,1.543193708,1.054281303,,-0.613859713,-0.442659186,1.492224711,,-0.993875156,,-0.380459595,-0.05606987,0.177427843,0.060375828,0.849389171,-0.219504038,-0.116447125,1.253414747,-0.636962539
-0.543442218,-0.650024802,-0.910590197,-0.254114218,-0.912208832,0.411745541,-1.174470983,-0.062879751,-1.53485254,-0.111065843,-0.195857726,-2.490903262,-0.566310281,-1.23115995,0.277805818,-0.444606375,-0.605747034,-1.01475581,-0.747353107,-1.224964021
-0.841457625,-0.803977425,0.569182576,2.538085517,-0.343473586,-0.836423742,-1.307692279,-1.352553646,-1.278821026,0.071594908,0.468251406,,-0.137291797,1.15131508,-0.616268442,-0.144736848,-0.316723372,-0.894623988,-1.291574102,2.1929857
-0.852231987,0.359481879,0.059158586,-0.6266533,-0.426049544,,-0.431405758,0.157189356,-0.82429862,1.707811485,0.71074999,0.786267524,-0.962318279,0.380998548,,,0.325389219,0.882224324,-0.39757385,-0.442510615
0.911807087,-1.00178183,0.464766258,-0.19190972,0.898963697,-0.14610828,1.257832889,-0.353638518,2.40534788,-1.082496367,-0.213911735,,0.12013295,0.41886438,1.042320043,-0.088020434,0.518105321,0.396803008,1.237939777,-1.13090276
,0.45879718,-2.27712236,0.271442578,-0.250442305,,0.704155661,-0.615785571,-0.0292594,0.205819544,-1.269816665,1.462635831,0.58998184,-2.106488002,-0.080792647,,-0.255148009,0.347801779,0.373999075,0.249190738
0.271914357,-0.03042129,-0.46478354,0.585862165,-1.123792977,0.136633147,0.109268806,0.72109882,-1.360546853,-1.158697554,1.125750731,0.133716882,2.281258602,,-0.839277662,-1.293664815,-0.299013732,-0.090807506,0.929923603,-0.824974133
-1.767878904,1.643133641,-0.633001313,0.099448826,0.759911893,0.665404034,0.524595916,0.250219026,0.148244763,-0.325900328,-0.00038315,0.445866053,,,-0.052802201,-0.264399515,0.887019235,0.639675252,-0.161120427,
-1.163219672,-0.471500292,1.437002993,-2.25957593,,,0.039209334,-0.26497652,1.913957978,-0.649543569,,-0.634020694,0.141241921,-1.859708002,-0.133750362,-0.668456584,0.538182375,-0.575460219,-0.334275998,-1.1879657
0.784061602,1.096937431,0.398821844,-1.42651143,-0.658392234,0.940239126,-0.517515392,0.374307029,-0.502806337,-0.625922876,,0.691519088,0.337662336,-1.385026863,-0.860292311,-0.226889865,-0.27235273,1.190286111,1.237299527,0.997026388
-0.956224957,1.08673,0.066676287,0.681259025,-1.083719204,,0.478768829,-0.28052275,-0.17336372,0.835903793,,-1.412955299,-0.353624657,-1.286504277,-1.945853739,0.017637782,-0.995657539,0.015442676,-1.538823639,0.656174733
0.937729665,-2.242116395,-0.140023078,,1.535247825,-1.228125482,0.189948566,1.35099027,,-0.163820401,,,0.167437144,,1.479958121,1.053255153,1.429122047,,1.837786318,-0.424037146
0.564086318,0.698666225,0.904132464,-0.057501693,-1.451256684,-0.344685085,1.100209391,-0.485202065,,,1.647935605,0.01758293,0.35890347,0.486775667,-2.181134942,-1.228290364,-1.58700265,-0.29420014,0.114574801,0.671843122
0.59421385,-0.587710993,-0.972622607,,-2.12795998,0.466954477,-2.096990139,,0.691381353,0.755020341,,-0.37094214,-0.637975041,-1.257747296,-1.325074176,0.976598452,-1.895312294,,-1.848619185,-0.514657914
-1.053556677,0.363980032,1.596622807,0.801511359,0.078559462,-0.227094527,-1.528848193,-1.713015534,1.142219583,,0.413178877,-1.641662668,-1.474589495,,0.444941105,-1.363287623,-0.506095686,0.20038078,-1.980671529,-0.571933599
1.490139307,,-0.193962444,-1.281483096,1.772768905,-0.133083887,0.205657565,-0.756453624,1.672544087,-0.110951263,0.260046879,0.188241346,,0.012084974,2.689322584,0.461731812,2.253948721,0.552613174,1.524625281,0.080178463
-0.686046557,-0.7686374,2.399499316,,1.278571564,-1.804109423,-1.12193206,1.212236033,1.005000842,-1.026445201,1.929979785,-2.011617782,-0.712915429,2.493726463,-0.445270836,,1.884920668,,2.149215896,-0.108852395
-0.589513062,0.180683278,1.944615536,0.423516552,-1.276924798,0.342260042,-2.006678727,-0.291768512,,0.379009833,0.041739964,-0.645840677,-0.694010796,-0.279459766,-0.353664525,0.089873815,-0.618008155,0.820031438,,-0.971507628
0.246058263,-0.900055014,,-0.907221113,-2.094349979,-0.179749129,0.368791199,-1.237520715,-1.317852538,0.086424683,,-2.210732435,1.277827938,-0.699217161,-2.522933438,-0.330193322,-1.727225446,-1.528823276,-2.377243934,
1.124767847,,-0.750466742,0.011194603,-0.239954915,0.561254214,2.431791095,0.36317543,-0.390244139,-0.02760505,-1.663953911,1.887403473,0.999894529,-0.028407081,1.073769345,0.575480613,1.18591132,1.850145258,-0.119294906,-1.363135984
0.342847998,-0.26498245,1.071955265,1.556358966,-0.04689427,,0.481271969,0.504872913,-0.832702363,-0.063982744,3.405716704,0.252456017,0.669268131,1.219952477,0.532873725,-0.457512845,0.28591828,0.355848233,0.559637693,-0.235092768
-0.673049193,1.607542272,-1.329279054,-0.810307622,0.382804311,1.86344981,2.153566245,-0.68074538,0.296515875,2.39256423,-2.513400103,1.395240702,-0.048504327,0.559154666,0.925651239,1.33113074,0.617720366,0.39714754,,-1.935662226
0.540285575,0.262654462,0.68892906,-0.506323186,0.457491775,-1.215922565,0.364794495,0.168328663,0.757553999,-0.377553809,-0.100483673,-0.402120412,-0.461323918,-0.083500963,0.920148819,-0.356756876,-0.788440977,-0.124265801,0.746308132,1.385472408
-0.951407371,0.271375804,0.345237757,-0.869233992,0.499581833,0.361900453,0.155463028,-0.730686478,1.580898433,0.463463722,,-0.09331946,,-2.325576166,-0.13111264,-0.700568435,,-0.056043587,-0.730678463,1.144897388
-0.237374592,1.34604986,1.090364563,-0.439413633,-0.512547043,1.535117552,-0.617651763,0.942997586,-0.564121326,-0.065378478,1.615674492,,-1.034960009,-0.858126536,-0.319147314,-1.962196073,0.802155958,1.657118159,0.857879147,-0.144636329
-0.494545281,0.278421915,0.936960432,1.694070361,1.813803106,0.029648143,1.626198813,-0.36364247,2.494177706,-0.678876207,0.415197313,0.164391178,0.11471575,0.269394214,1.126619219,0.758634657,0.557100138,1.664882435,1.090553948,-0.747473817
0.604627235,0.330632118,1.238014292,0.315627508,,-0.014273448,0.611596131,,-0.163430093,-0.20738752,-0.432584312,0.212708147,-0.704600278,-0.235017011,0.091496712,-1.129680565,-0.346494699,-0.715356487,-0.323254938,2.016734576
-1.170736762,-2.71021549,0.727156538,,-1.440107097,,1.376739196,1.95247519,0.363737488,-1.840313741,,-1.769142705,-0.335824346,0.404766852,,2.360070291,-0.404875996,-2.194846217,-1.076049549,0.870659856
-1.496101995,0.640194518,-0.750782043,-0.191114433,1.906593413,0.629869773,-0.876661962,-0.663247718,1.898552339,1.484988309,0.435901031,-1.02062061,-2.17142107,1.055789496,1.830815624,0.926723748,1.27574766,0.484559172,0.413921922,-2.035415138
0.864261476,0.959452832,-0.626694396,0.078651287,-2.003090427,0.035047968,-1.408540222,-0.335595942,-0.323191755,0.009403679,0.10206581,1.001031865,1.041903554,-2.389066353,0.143424408,-0.235182711,-1.25611362,-0.371256399,-0.923510934,-1.229783695
-0.524926528,0.479558538,,0.264859012,0.659755387,-0.756566957,,-0.598712317,1.13133687,0.809376449,0.801015971,0.388574047,-0.146475013,0.233235846,0.788421371,0.256990905,0.118682865,0.623377713,1.574457769,0.892151095
-0.917745864,0.298600936,0.988048281,-0.670644828,0.618626683,0.332463045,-1.063720099,-1.217949339,-1.258001288,-0.945038181,0.411687213,0.06576474,-0.650304063,0.057775368,,-0.57733312,0.313754003,0.697846857,-2.049821127,-2.070550294
1.005608981,0.769809614,-1.123531953,-1.497144864,0.676077715,-0.069813801,1.25193506,-0.627813678,-0.58015137,-0.682122747,-0.524354311,0.157502644,0.27156386,0.43990899,1.671100177,-2.441503387,0.560613854,0.734315863,-1.100224113,
0.765506927,1.184119272,1.369782395,,-1.229526209,0.368842479,-1.329910459,0.378934044,-0.618763484,-0.003612775,1.855248348,0.078838018,0.282242587,,-1.118375771,,-0.27888495,1.344760638,0.359799611,-0.959215686
